Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-October-2022,758.55,771.00,758.55,766.00,765.933509168148513209,2936089,4050,2248848951.00,2901647,98.83,12.45,7.45
14-October-2022,777.35,779.65,763.20,766.15,774.208303982816956707,173194,4661,134088233.00,137892,79.62,16.45,-11.20
13-October-2022,775.40,778.70,767.95,768.80,772.127370113144779389,161121,5409,124405934.00,131442,81.58,10.75,-6.60
12-October-2022,778.95,781.10,769.20,775.40,777.658821207263679211,167188,5489,130015223.00,122943,73.54,11.90,-3.55
11-October-2022,796.00,796.70,776.10,780.05,792.240078085220618130,2885053,2781,2285654614.00,2851210,98.83,20.60,-15.95
10-October-2022,787.30,794.75,779.60,792.25,788.571297163593940175,178289,9552,140593588.00,105894,59.39,15.15,4.95
7-October-2022,791.00,796.50,784.85,793.40,792.497014175276780039,270612,12463,214459202.00,177870,65.73,11.65,2.40
6-October-2022,805.25,815.75,785.25,788.20,798.009557859766147137,154114,9570,122984445.00,57325,37.20,30.50,-17.05
4-October-2022,816.75,816.75,807.10,808.70,811.086374896779521056,139265,6925,112955944.00,61811,44.38,9.65,-8.05
3-October-2022,808.50,815.35,797.20,803.45,804.360337270155283369,232929,7733,187358849.00,39461,16.94,18.15,-5.05
30-September-2022,762.55,808.85,761.50,799.75,792.696735113718617852,262490,13920,208074966.00,100423,38.26,47.35,37.20
29-September-2022,761.20,768.65,759.55,765.40,766.734822152132847288,354151,7300,271539904.00,315833,89.18,9.10,4.20
