Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-December-2022,2652.70,2661.65,2608.10,2615.30,2618.669268236557490220,52148,3495,136558365.00,33670,64.57,53.55,-37.40
1-December-2022,2685.00,2685.00,2647.25,2662.65,2655.101804091907500185,81038,7143,215164140.00,56044,69.16,37.75,-22.35
30-November-2022,2635.00,2698.60,2623.50,2680.15,2661.115817624983824354,69549,6765,185077944.00,37525,53.95,75.10,45.15
29-November-2022,2516.05,2637.90,2516.05,2633.40,2603.167286804385934760,232744,21386,605871567.00,174230,74.86,121.85,117.35
28-November-2022,2536.60,2542.50,2522.15,2525.50,2526.529713009108094174,29095,1724,73509382.00,20749,71.31,20.35,-11.10
25-November-2022,2548.05,2553.00,2518.20,2536.60,2526.341708075976408303,21533,2623,54399716.00,12787,59.38,34.80,-11.45
24-November-2022,2511.00,2560.00,2511.00,2547.45,2540.852687777828697126,43642,2274,110887893.00,32998,75.61,49.00,36.45
23-November-2022,2528.00,2528.00,2502.00,2505.00,2516.450209671583717385,337194,3807,848531912.00,323915,96.06,26.00,-23.00
22-November-2022,2496.05,2523.95,2496.05,2517.20,2516.426146827982886124,35293,2184,88812228.00,23273,65.94,27.90,21.15
21-November-2022,2483.25,2511.60,2470.20,2501.15,2500.137761725641623115,120164,2231,300426554.00,106355,88.51,41.40,17.90
18-November-2022,2465.00,2488.50,2448.55,2483.25,2459.487815089402529437,57325,2458,140990139.00,44353,77.37,39.95,18.25
17-November-2022,2480.00,2497.70,2454.55,2458.80,2475.382741130782094337,72357,5184,179111269.00,56107,77.54,43.15,-21.20
16-November-2022,2456.80,2482.10,2429.00,2478.15,2456.657972952890474067,26916,2576,66123406.00,11113,41.29,53.10,21.35
15-November-2022,2451.05,2467.00,2444.05,2456.80,2456.679570519990705767,185061,4778,454635578.00,164426,88.85,22.95,5.75
14-November-2022,2500.00,2513.00,2455.00,2457.65,2467.211341599378357376,177594,14406,438161931.00,128281,72.23,58.00,-42.35
11-November-2022,2535.00,2545.00,2495.25,2503.50,2511.524233791213776334,55109,4720,138407589.00,41308,74.96,49.75,-31.50
10-November-2022,2500.00,2537.65,2500.00,2512.70,2514.716862547922820690,111377,6643,280081620.00,88616,79.56,37.65,12.70
9-November-2022,2522.00,2544.80,2495.00,2510.15,2513.625108439707522617,40345,2941,101412205.00,31068,77.01,49.80,-11.85
7-November-2022,2520.30,2551.90,2516.75,2532.00,2527.349276601566508191,146185,7126,369460554.00,124147,84.92,35.15,11.70
4-November-2022,2532.70,2555.00,2515.50,2520.15,2523.004253632358097909,65591,4257,165486372.00,52469,79.99,39.50,-12.55
3-November-2022,2512.00,2549.20,2510.00,2546.35,2531.844501267593321094,45756,2928,115847077.00,32877,71.85,39.20,34.35
2-November-2022,2569.95,2569.95,2502.00,2517.15,2522.835693829324402572,63899,2700,161206678.00,23428,36.66,67.95,-52.80
1-November-2022,2570.00,2576.05,2547.10,2550.60,2555.936920506295936308,91567,4083,234039476.00,80713,88.15,28.95,-19.40
31-October-2022,2538.00,2572.00,2538.00,2548.05,2554.212513925514362669,70913,6626,181126872.00,52307,73.76,34.00,10.05
28-October-2022,2515.25,2550.80,2512.05,2525.20,2524.744907824115744907,119988,5132,302939092.00,93077,77.57,38.75,9.95
27-October-2022,2500.00,2527.70,2488.40,2517.30,2508.234827035464082180,110196,10146,276397445.00,82009,74.42,39.30,17.30
25-October-2022,2584.20,2585.05,2500.00,2504.35,2522.153419260291414911,83249,11029,209966750.00,44878,53.91,85.05,-79.85
24-October-2022,2614.90,2614.90,2550.95,2574.20,2577.198760689056884372,40345,7655,103977084.00,25931,64.27,63.95,-40.70
21-October-2022,2602.00,2665.30,2602.00,2655.05,2645.497957390731385899,45530,3571,120449522.00,16950,37.23,63.30,53.05
20-October-2022,2565.50,2609.85,2565.50,2600.10,2600.187770349980338183,40688,2227,105796440.00,31039,76.29,44.35,34.60
19-October-2022,2607.05,2618.55,2578.30,2582.60,2596.157135824752840792,48754,5745,126573045.00,37740,77.41,40.25,-24.45
18-October-2022,2599.00,2641.95,2597.40,2601.70,2621.241538666134716404,60156,5966,157683406.00,35232,58.57,44.55,2.70
17-October-2022,2575.00,2609.00,2565.00,2591.65,2576.770117807295908337,1139488,8075,2936198628.00,1117848,98.10,44.00,16.65
14-October-2022,2581.30,2623.00,2571.40,2575.85,2598.199146790769827419,30942,3337,80393478.00,20480,66.19,51.60,-5.45
13-October-2022,2582.00,2605.00,2563.00,2566.20,2575.485225855034673440,88973,6635,229148647.00,67311,75.65,42.00,-15.80
12-October-2022,2550.05,2604.55,2550.05,2591.35,2582.024513396856421532,12279,1480,31704679.00,3805,30.99,54.50,41.30
11-October-2022,2605.00,2608.65,2545.00,2549.90,2604.589747225833485052,1093031,3144,2846897336.00,1077380,98.57,63.65,-55.10
10-October-2022,2570.00,2610.75,2541.30,2604.05,2569.530767626199415936,19176,2431,49273322.00,7398,38.58,69.45,34.05
7-October-2022,2614.00,2614.00,2575.00,2598.85,2595.407257825028211676,16837,2261,43698872.00,6283,37.32,39.00,-15.15
6-October-2022,2670.05,2691.15,2606.00,2611.90,2626.621930972026564701,39752,4033,104413475.00,16529,41.58,85.15,-58.15
4-October-2022,2639.00,2676.00,2636.65,2667.35,2659.742247752779107494,18801,2233,50005814.00,7613,40.49,39.35,28.35
3-October-2022,2708.00,2733.00,2618.00,2622.20,2669.131447535260875690,63881,6924,170506786.00,37953,59.41,115.00,-85.80
30-September-2022,2666.95,2715.00,2666.95,2696.85,2682.543695342996338548,66094,7355,177300043.00,48056,72.71,48.05,29.90
29-September-2022,2714.00,2726.00,2692.60,2701.65,2704.539745677774993735,63856,4173,172701090.00,47344,74.14,33.40,-12.35
28-September-2022,2670.00,2708.00,2652.40,2698.95,2695.084095528455284552,74784,7047,201549169.00,60120,80.39,55.60,28.95
27-September-2022,2665.00,2713.00,2655.00,2678.95,2689.208262978264774564,83505,10130,224562336.00,58916,70.55,58.00,13.95
26-September-2022,2658.00,2728.55,2643.00,2663.15,2683.399719470653319742,114783,8828,308008670.00,83403,72.66,85.55,5.15
23-September-2022,2693.05,2724.00,2672.40,2679.30,2690.668076862888995612,185317,12366,498626536.00,153467,82.81,51.60,-13.75
22-September-2022,2589.75,2700.00,2589.75,2693.05,2669.638463702150510138,195535,13918,522007757.00,122763,62.78,110.25,103.30
21-September-2022,2580.00,2646.00,2580.00,2623.90,2625.214152126107240479,97314,5986,255470090.00,79098,81.28,66.00,43.90
20-September-2022,2583.60,2621.00,2579.65,2582.60,2595.503216221235501679,59231,3601,153734251.00,47219,79.72,41.35,-1.00
19-September-2022,2522.00,2587.25,2507.60,2576.90,2530.533595774825671449,847681,12921,2145085249.00,827207,97.58,79.65,54.90
16-September-2022,2560.80,2563.10,2519.60,2528.35,2539.944949127906976744,143104,3768,363476282.00,18865,13.18,43.50,-32.45
15-September-2022,2571.00,2599.00,2551.00,2559.40,2562.399638056458430069,167982,7731,430437016.00,152504,90.79,48.00,-11.60
14-September-2022,2547.00,2606.00,2547.00,2570.05,2579.446688188291320374,174708,10618,450649972.00,149434,85.53,59.00,23.05
13-September-2022,2587.00,2608.90,2578.70,2587.60,2590.744992302049831128,124059,7143,321405233.00,110417,89.00,30.20,0.60
12-September-2022,2588.00,2601.00,2575.00,2580.30,2583.419519040738710909,120426,4170,311110879.00,94930,78.83,26.00,-7.70
9-September-2022,2586.90,2646.40,2584.30,2588.00,2618.252673686298494140,60497,5486,158396432.00,36129,59.72,62.10,1.10
8-September-2022,2573.00,2595.85,2563.45,2576.15,2577.132198142414860681,22610,1922,58268959.00,13433,59.41,32.40,3.15
7-September-2022,2564.10,2596.60,2560.30,2563.15,2566.088372433659644069,81926,4548,210229356.00,67595,82.51,36.30,-0.95
6-September-2022,2600.70,2618.75,2562.70,2572.70,2584.404427533725354548,43365,6167,112072698.00,21299,49.12,56.05,-28.00
5-September-2022,2600.00,2622.60,2586.25,2600.70,2600.865611541020343849,114236,5765,297112484.00,100285,87.79,36.35,0.70
2-September-2022,2626.65,2626.65,2585.55,2603.40,2596.240727560880762486,136291,7326,353844245.00,115008,84.38,41.10,-23.25
1-September-2022,2648.00,2652.75,2594.05,2606.05,2598.901011451253435015,415937,3011,1080979090.00,400227,96.22,58.70,-41.95
30-August-2022,2576.00,2666.70,2576.00,2659.00,2629.668048075795919211,145021,9945,381357090.00,125370,86.45,90.70,83.00
29-August-2022,2528.35,2607.00,2528.35,2574.80,2586.060941511532424875,96207,7188,248797165.00,76116,79.12,78.65,46.45
26-August-2022,2583.00,2614.00,2561.40,2571.00,2579.291395574503284921,62863,6398,162141995.00,44925,71.46,52.60,-12.00
25-August-2022,2593.00,2628.00,2566.30,2576.20,2602.212475823766346682,112714,5763,293305777.00,99329,88.12,61.70,-16.80
24-August-2022,2583.00,2608.95,2561.35,2585.85,2584.131733203072960611,45038,4720,116384125.00,27107,60.19,47.60,2.85
23-August-2022,2617.70,2628.65,2584.40,2594.60,2599.584214125839343446,64336,4738,167246850.00,49165,76.42,44.25,-23.10
22-August-2022,2634.60,2666.50,2619.95,2624.60,2638.736433440481217521,116039,5365,306196337.00,82891,71.43,46.55,-10.00
19-August-2022,2683.00,2699.25,2627.00,2634.05,2649.273337334279011402,18329,2335,48558531.00,7085,38.65,72.25,-48.95
18-August-2022,2680.00,2714.90,2665.00,2681.10,2694.500970895455762878,89608,9808,241448843.00,64775,72.29,49.90,1.10
17-August-2022,2645.25,2694.00,2645.25,2687.00,2678.701105950260422538,177404,12378,475212291.00,152788,86.12,48.75,41.75
16-August-2022,2594.05,2647.95,2591.30,2644.55,2633.734452287932393232,59639,6987,157073289.00,43085,72.24,56.65,50.50
12-August-2022,2615.00,2625.00,2585.55,2595.20,2597.531896401877281418,69036,5899,179323212.00,54051,78.29,39.45,-19.80
11-August-2022,2651.00,2667.75,2607.00,2612.35,2624.305015901004439686,31759,3095,83345303.00,19406,61.10,60.75,-38.65
10-August-2022,2640.00,2676.35,2631.05,2639.90,2647.606720675850329413,31723,2242,83990028.00,15836,49.92,45.30,-0.10
8-August-2022,2648.00,2655.90,2628.00,2649.05,2637.425545413226270737,105608,3943,278533237.00,74976,70.99,27.90,1.05
5-August-2022,2628.10,2657.00,2627.50,2643.95,2644.114815370759531672,66620,8537,176150929.00,47821,71.78,29.50,15.85
4-August-2022,2632.00,2641.40,2614.95,2628.10,2627.873557754634631174,23141,2331,60811622.00,12002,51.86,26.45,-3.90
3-August-2022,2634.00,2664.00,2599.85,2625.40,2622.768738649496450387,48456,4324,127088882.00,21848,45.09,64.15,-8.60
2-August-2022,2596.00,2638.75,2596.00,2634.60,2621.597740860806066248,89149,11876,233712817.00,64002,71.79,42.75,38.60
1-August-2022,2636.90,2636.90,2580.20,2593.15,2636.305218841984819502,1144890,3621,3018279482.00,1124304,98.20,56.70,-43.75
29-July-2022,2630.00,2644.45,2596.55,2636.85,2623.162925669533599049,28602,2993,75027706.00,11313,39.55,47.90,6.85
28-July-2022,2602.00,2623.50,2585.60,2619.85,2609.920458304513878447,66506,8588,173575370.00,44748,67.28,37.90,17.85
27-July-2022,2547.00,2589.75,2525.40,2582.45,2572.499755740107474352,28658,2633,73722698.00,18091,63.13,64.35,35.45
26-July-2022,2630.00,2630.00,2539.35,2546.85,2573.921131824754758275,25587,2712,65858920.00,10362,40.50,90.65,-83.15
25-July-2022,2649.00,2653.55,2614.50,2621.20,2629.315847771962806767,98405,2473,258737826.00,86214,87.61,39.05,-27.80
22-July-2022,2609.00,2642.70,2609.00,2640.30,2629.900673400673400673,40392,3410,106226948.00,24017,59.46,33.70,31.30
21-July-2022,2612.00,2628.50,2591.95,2606.75,2616.060917790074398682,80781,9236,211328017.00,57430,71.09,36.55,-5.25
20-July-2022,2579.00,2617.75,2537.70,2605.65,2594.553351536083033470,110606,8189,286973168.00,40329,36.46,80.05,26.65
19-July-2022,2556.00,2574.65,2527.20,2566.00,2552.826131828815191963,43602,3668,111308325.00,20308,46.58,47.45,10.00
18-July-2022,2576.00,2605.20,2532.80,2552.60,2568.253423597203622022,1220865,11348,3135490716.00,1177116,96.42,72.40,-23.40
15-July-2022,2525.00,2573.85,2502.20,2568.75,2546.396146698645150018,62959,6874,160318555.00,24954,39.64,71.65,43.75
14-July-2022,2500.00,2522.35,2468.25,2497.15,2496.640804020100502512,29850,3399,74524728.00,13236,44.34,54.10,-2.85
13-July-2022,2451.00,2519.00,2451.00,2497.55,2500.087649643885437187,32995,3433,82490392.00,15007,45.48,68.00,46.55
12-July-2022,2455.80,2490.95,2444.65,2449.35,2466.381120225583183799,15604,1858,38485411.00,6504,41.68,46.30,-6.45
11-July-2022,2484.00,2524.95,2481.00,2490.30,2505.037559307657645717,37727,3245,94507552.00,21172,56.12,43.95,6.30
8-July-2022,2462.10,2503.85,2452.25,2495.85,2484.456723569931117100,90153,9871,223981227.00,60309,66.90,51.60,33.75
7-July-2022,2500.00,2531.65,2466.15,2475.25,2506.553456612314181369,77764,6916,194919623.00,32219,41.43,65.50,-24.75
6-July-2022,2407.00,2509.00,2400.45,2497.80,2464.203334727556180843,262990,28524,648060835.00,208966,79.46,108.55,90.80
5-July-2022,2380.00,2411.00,2372.45,2401.50,2391.183231622394976070,39491,3824,94430217.00,19906,50.41,38.55,21.50
4-July-2022,2282.80,2378.95,2278.00,2374.80,2338.539562658485427167,127772,15595,298799877.00,81874,64.08,100.95,92.00
1-July-2022,2218.00,2292.75,2204.95,2282.80,2251.719587311364336310,19482,2205,43868001.00,5226,26.82,87.80,64.80
30-June-2022,2229.00,2249.05,2213.75,2230.55,2229.748546677305368745,35092,4504,78246336.00,9842,28.05,35.30,1.55
29-June-2022,2280.00,2294.70,2226.15,2238.10,2252.304396952871566209,82307,7616,185380418.00,52725,64.06,68.55,-41.90
28-June-2022,2322.00,2322.90,2278.05,2318.25,2305.289530491095520777,25942,2189,59803821.00,11475,44.23,44.85,-3.75
27-June-2022,2310.00,2331.00,2299.00,2320.40,2325.062994489797894696,103263,4725,240092980.00,81660,79.08,32.00,10.40
24-June-2022,2255.00,2318.00,2255.00,2303.55,2297.338145354467152540,156968,6316,360608574.00,118124,75.25,63.00,48.55
23-June-2022,2210.00,2256.50,2192.45,2251.70,2235.965370227172981671,47849,5216,106988707.00,29540,61.74,64.05,41.70
22-June-2022,2198.00,2224.50,2190.00,2208.85,2208.831990668998411134,662737,4536,1463874687.00,644970,97.32,34.50,10.85
21-June-2022,2205.00,2231.40,2173.90,2204.90,2207.376937656110755481,79671,10058,175863928.00,34223,42.96,57.50,-0.10
20-June-2022,2111.35,2202.00,2109.00,2195.95,2177.293068205340509211,77296,9823,168296045.00,38164,49.37,93.00,84.60
17-June-2022,2160.00,2160.00,2100.00,2112.50,2128.465861337156188950,142302,9717,302884949.00,107576,75.60,60.00,-47.50
16-June-2022,2148.00,2164.00,2135.15,2146.40,2147.875118934348239771,75672,6670,162534006.00,43953,58.08,28.85,-1.60
15-June-2022,2165.00,2165.00,2131.25,2150.40,2148.697956712022093567,108991,9405,234188739.00,85973,78.88,33.75,-14.60
14-June-2022,2195.90,2213.35,2160.15,2172.25,2192.044309850175326745,53329,2729,116899531.00,38269,71.76,53.20,-23.65
13-June-2022,2161.00,2216.75,2156.05,2195.90,2201.503043450788769771,142437,10467,313575489.00,94502,66.35,60.70,34.90
10-June-2022,2175.00,2208.65,2163.10,2199.90,2193.987389726536995702,131718,4806,288987631.00,110002,83.51,45.55,24.90
9-June-2022,2177.50,2207.70,2171.20,2196.85,2199.428586915279960973,166041,8155,365195322.00,142848,86.03,36.50,19.35
8-June-2022,2221.00,2221.00,2187.00,2197.25,2203.603744527313928673,45453,3449,100160401.00,32152,70.74,34.00,-23.75
7-June-2022,2265.00,2265.00,2208.00,2211.50,2216.644896581871726242,130393,6151,289034978.00,107219,82.23,57.00,-53.50
6-June-2022,2279.00,2301.95,2248.00,2279.45,2274.007949553211201099,33461,4465,76090580.00,13228,39.53,53.95,0.45
3-June-2022,2284.00,2324.60,2266.00,2292.15,2298.849901078801000410,53578,7340,123167780.00,22767,42.49,58.60,8.15
2-June-2022,2299.00,2301.90,2257.70,2284.95,2275.222813224922089181,42677,5602,97099684.00,17297,40.53,44.20,-14.05
1-June-2022,2375.00,2413.00,2303.15,2308.70,2331.090144416271634880,90710,8294,211453187.00,66296,73.09,109.85,-66.30
31-May-2022,2351.00,2367.30,2304.55,2349.65,2330.412518416000714317,22399,2093,52198910.00,5855,26.14,62.75,-1.35
30-May-2022,2340.00,2364.95,2332.20,2348.65,2352.750021520185934406,23234,2956,54663794.00,10452,44.99,32.75,8.65
27-May-2022,2298.00,2334.75,2281.35,2330.30,2315.235023699388955513,105066,8469,243252483.00,71224,67.79,53.40,32.30
26-May-2022,2298.00,2298.00,2258.60,2281.35,2273.054219995445228877,109775,5967,249524527.00,90698,82.62,39.40,-16.65
25-May-2022,2324.00,2329.95,2286.35,2298.45,2300.691388782419828797,93924,6471,216090138.00,74635,79.46,43.60,-25.55
24-May-2022,2380.05,2380.05,2301.30,2309.05,2322.197974696080616009,121167,10304,281373762.00,61741,50.96,78.75,-71.00
23-May-2022,2320.00,2387.65,2314.25,2380.05,2366.599541459686664119,41872,4452,99094256.00,19640,46.90,73.40,60.05
20-May-2022,2283.00,2347.10,2283.00,2325.50,2323.813790186125211505,47280,3785,109869916.00,20613,43.60,64.10,42.50
19-May-2022,2251.00,2281.50,2250.00,2263.55,2267.498110817480944372,45787,3554,103821936.00,22183,48.45,31.50,12.55
18-May-2022,2234.00,2301.50,2234.00,2290.65,2274.817737690007303997,145126,12470,330135199.00,83499,57.54,67.50,56.65
17-May-2022,2232.00,2276.95,2223.65,2245.20,2257.436455947107840367,230053,12244,519330029.00,154037,66.96,53.30,13.20
16-May-2022,2190.00,2221.00,2172.60,2217.45,2207.654556096567870654,353658,6424,780754695.00,321093,90.79,48.40,27.45
13-May-2022,2156.00,2217.05,2152.80,2194.35,2197.972376436898056219,148062,11345,325436186.00,81829,55.27,64.25,38.35
12-May-2022,2157.00,2161.10,2108.55,2141.00,2135.221659919028340080,106704,6485,227836692.00,65473,61.36,52.55,-16.00
11-May-2022,2188.00,2189.00,2116.00,2163.35,2142.218603401969561324,55850,6734,119642909.00,22614,40.49,73.00,-24.65
10-May-2022,2115.55,2197.25,2115.00,2184.10,2178.913586527019539091,110087,3380,239870060.00,78471,71.28,82.25,68.55
9-May-2022,2106.00,2137.90,2106.00,2115.55,2121.388803190488731705,53158,7263,112768786.00,25385,47.75,31.90,9.55
6-May-2022,2106.00,2170.00,2106.00,2149.60,2142.272111942037582357,94406,11426,202243341.00,49118,52.03,64.00,43.60
5-May-2022,2175.00,2201.85,2154.60,2166.90,2182.640524172220459113,75624,4062,165060007.00,30199,39.93,47.25,-8.10
4-May-2022,2234.25,2250.00,2149.00,2169.75,2226.345989829907009379,991928,6268,2208374925.00,964004,97.18,101.00,-64.50
2-May-2022,2206.15,2251.70,2206.15,2228.45,2231.865750736015701668,91710,9520,204684408.00,44211,48.21,45.55,22.30
29-April-2022,2243.00,2289.00,2223.30,2237.10,2258.434997245646001949,47198,5359,106593615.00,14388,30.48,65.70,-5.90
28-April-2022,2204.00,2249.90,2165.55,2241.80,2218.439260287097147199,121074,8842,268595315.00,37637,31.09,84.35,37.80
27-April-2022,2143.40,2151.95,2104.85,2144.25,2124.761455506853127391,71865,4236,152695982.00,46528,64.74,47.10,0.85
26-April-2022,2139.00,2157.70,2120.60,2148.15,2136.381715642623924013,114546,10745,244713980.00,70127,61.22,37.10,9.15
25-April-2022,2100.00,2162.35,2047.55,2100.90,2093.898531922157733014,161095,15906,337316584.00,86297,53.57,114.80,0.90
22-April-2022,2190.00,2190.00,2120.10,2129.70,2165.010580109394338643,50094,3622,108454040.00,28414,56.72,69.90,-60.30
21-April-2022,2180.00,2203.25,2168.40,2196.85,2190.791703374573869077,26107,2522,57194999.00,13646,52.27,34.85,16.85
20-April-2022,2115.75,2168.00,2092.35,2164.45,2145.636324683323960258,74682,7737,160240412.00,36569,48.97,75.65,48.70
19-April-2022,2180.00,2205.30,2101.00,2115.75,2167.962951490440720943,138818,5617,300952281.00,99092,71.38,104.30,-64.25
18-April-2022,2140.00,2182.40,2135.40,2176.75,2166.372516181595980627,154651,12927,335031676.00,94631,61.19,47.00,36.75
13-April-2022,2135.00,2164.90,2131.00,2152.45,2143.000000000000000000,65027,3788,139352861.00,45280,69.63,33.90,17.45
12-April-2022,2150.00,2165.00,2125.00,2131.40,2142.339312471813672005,137478,11955,294524524.00,83908,61.03,40.00,-18.60
11-April-2022,2185.00,2194.85,2138.80,2164.10,2164.295718745714308763,123959,5100,268283933.00,94112,75.92,56.05,-20.90
8-April-2022,2176.90,2193.00,2163.05,2182.75,2179.894253181790053425,96958,8717,211358187.00,54535,56.25,29.95,5.85
7-April-2022,2137.55,2174.75,2137.55,2165.15,2162.482569589669664791,49253,3633,106508754.00,23335,47.38,37.20,27.60
6-April-2022,2138.00,2164.40,2123.00,2141.80,2146.849989240370131267,139410,12012,299292357.00,70646,50.67,41.40,3.80
5-April-2022,2149.45,2158.65,2127.70,2142.10,2144.763288885149819823,71319,4879,152962373.00,46417,65.08,30.95,-7.35
4-April-2022,2087.00,2132.50,2070.00,2127.05,2108.293379393577031882,180633,19199,380827358.00,108749,60.20,62.50,40.05
1-April-2022,2050.00,2085.00,2037.85,2080.40,2067.184970313582875474,139963,10724,289329410.00,91134,65.11,47.15,30.40
31-March-2022,2019.00,2054.00,2019.00,2048.85,2036.122537594585102646,62642,4703,127546788.00,27248,43.50,35.00,29.85
30-March-2022,1998.00,2018.00,1995.00,2015.45,2010.079581163584126414,178208,13012,358212262.00,103912,58.31,23.00,17.45
29-March-2022,1975.00,1994.95,1975.00,1988.25,1985.937861842105263157,91200,8393,181117533.00,57192,62.71,19.95,13.25
28-March-2022,1954.00,1981.00,1931.00,1973.70,1951.288657049099126989,161510,16781,315152631.00,79922,49.48,50.00,19.70
25-March-2022,1975.00,1977.45,1945.25,1954.05,1956.445591495651185265,87955,6517,172079172.00,56960,64.76,32.20,-20.95
24-March-2022,1965.00,1991.25,1950.00,1964.00,1971.398820300181043041,119861,17704,236293834.00,71343,59.52,41.25,-1.00
23-March-2022,2005.00,2017.00,1976.00,1978.75,1989.812003901127873931,214297,22123,426410743.00,133565,62.33,41.00,-26.25
22-March-2022,2055.00,2055.05,1969.25,1993.80,1989.261162678782781359,230657,34910,458837012.00,138984,60.26,85.80,-61.20
21-March-2022,2105.00,2109.30,2048.00,2051.45,2066.217037349608390025,97163,13805,200759846.00,49962,51.42,61.30,-53.55
17-March-2022,2090.00,2116.00,2081.80,2102.10,2097.139046756481376655,44165,3582,92620146.00,15842,35.87,34.20,12.10
16-March-2022,2075.05,2079.95,2032.35,2069.45,2047.971849074050291526,38933,3501,79733688.00,12463,32.01,47.60,-5.60
15-March-2022,2050.00,2081.60,2025.00,2038.05,2052.421446384039900249,76190,10118,156373990.00,33276,43.68,56.60,-11.95
14-March-2022,2094.00,2094.00,2046.55,2060.10,2061.194589017751043230,108557,13031,223757101.00,59437,54.75,47.45,-33.90
11-March-2022,2103.00,2109.00,2070.00,2094.85,2089.860741506265340395,61928,4198,129420896.00,34094,55.05,39.00,-8.15
10-March-2022,2054.00,2113.95,2046.10,2101.00,2085.043309778892181445,74579,7063,155500445.00,22214,29.79,67.85,47.00
9-March-2022,1970.00,2006.85,1951.05,1997.65,1985.504919206700084062,64238,7186,127544865.00,27677,43.08,55.80,27.65
8-March-2022,1925.00,1958.80,1901.80,1947.70,1925.956636419563211319,130040,12531,250451401.00,72359,55.64,57.00,22.70
7-March-2022,1994.00,1994.00,1928.00,1943.20,1954.961624986198520481,289824,45041,566594798.00,148288,51.16,66.00,-50.80
4-March-2022,2082.00,2082.00,1975.20,2019.90,2010.241470629892011640,374207,52035,752246430.00,184803,49.39,106.80,-62.10
3-March-2022,2164.00,2164.00,2086.90,2091.65,2114.810440985732814526,77100,7556,163051885.00,32832,42.58,77.10,-72.35
2-March-2022,2149.80,2154.10,2125.15,2148.60,2134.884675148668699543,85593,7650,182731184.00,52656,61.52,28.95,-1.20
28-February-2022,2169.00,2179.90,2120.00,2169.35,2144.581280207473771071,59381,5242,127347381.00,33309,56.09,59.90,0.35
25-February-2022,2175.15,2194.00,2162.30,2170.55,2174.402004204625087596,71350,6656,155143583.00,37041,51.91,31.70,-4.60
24-February-2022,2218.00,2236.45,2163.25,2171.00,2200.016633387333760313,212344,29356,467160332.00,121643,57.29,73.20,-47.00
23-February-2022,2270.00,2272.35,2252.80,2260.90,2262.138929542128371315,38264,2497,86558484.00,8582,22.43,19.55,-9.10
22-February-2022,2280.00,2280.00,2250.20,2268.75,2261.778941347296167554,45454,3211,102806900.00,32145,70.72,29.80,-11.25
